left2010,left2019,left2015,vote2010,vote2015,vote2019,male,age,education,unemployed,ideology,iv_immigration,iv_economy,imm_issue,eco_issue,right2010,right2015,right2019
1,NA,1,Liberal Democrat,Labour,NA,0,NA,NA,NA,3,0.5,0.75,0,0,0,0,NA
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,8,0.75,0.25,0,0,1,1,NA
0,0,0,Conservative,Conservative,Conservative,0,31,5,0,7,0.75,0.5,NA,0,1,1,1
0,1,0,Conservative,Conservative,Liberal Democrat,1,47,5,1,NA,1,0.75,0,1,1,1,0
1,1,NA,Labour,NA,Labour,1,74,1,0,5,0.5,1,0,0,0,NA,0
0,0,0,Conservative,Conservative,Conservative,1,64,2,0,5,0.75,0.5,0,0,1,1,1
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,6,1,0.25,0,1,1,1,NA
1,0,1,Labour,Labour,Conservative,1,63,1,0,8,1,0.75,0,0,0,0,1
NA,0,0,NA,Conservative,Conservative,0,60,2,0,8,1,0.5,0,0,NA,1,1
1,1,1,Liberal Democrat,Labour,Green,1,58,4,0,3,0.25,0.75,0,1,0,0,0
1,NA,NA,Labour,NA,NA,0,NA,NA,NA,6,1,0.5,0,1,0,NA,NA
1,NA,1,Liberal Democrat,Liberal Democrat,NA,1,NA,NA,NA,5,1,0.5,0,0,0,0,NA
NA,NA,1,NA,Labour,NA,1,NA,NA,NA,5,0.25,1,0,0,NA,0,NA
1,1,1,Liberal Democrat,Labour,Labour,1,67,3,0,3,0.75,1,0,1,0,0,0
1,1,0,Labour,United Kingdom Independence Party (UKIP),Labour,1,NA,NA,NA,7,1,0.75,1,0,0,1,0
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,7,1,0.25,0,1,1,1,NA
1,1,1,Liberal Democrat,Liberal Democrat,Liberal Democrat,1,44,5,0,4,1,0.5,0,1,0,0,0
NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7,1,0,1,0,NA,NA,NA
1,0,1,Labour,Labour,Conservative,1,58,3,0,5,1,0.75,1,0,0,0,1
1,1,1,Labour,Labour,Labour,0,59,2,0,2,1,0.75,0,1,0,0,0
1,NA,1,Liberal Democrat,Labour,NA,0,NA,NA,NA,NA,0.75,0.75,NA,0,0,0,NA
1,0,0,Liberal Democrat,Conservative,Conservative,0,64,3,0,5,1,0.25,0,1,0,1,1
NA,NA,NA,NA,NA,NA,0,NA,NA,NA,5,0.75,NA,0,1,NA,NA,NA
1,NA,0,Liberal Democrat,United Kingdom Independence Party (UKIP),NA,0,NA,NA,NA,NA,1,0.75,1,0,0,1,NA
0,0,0,Conservative,United Kingdom Independence Party (UKIP),Conservative,1,NA,NA,NA,8,1,NA,0,0,1,1,1
1,NA,1,Labour,Labour,NA,1,NA,NA,NA,4,0.5,1,0,0,0,0,NA
0,0,0,Conservative,Conservative,Conservative,1,82,3,0,8,0.75,0.25,0,1,1,1,1
0,0,0,Conservative,Conservative,Conservative,1,NA,NA,NA,8,1,0.5,0,1,1,1,1
1,0,0,Liberal Democrat,Conservative,Conservative,0,72,1,0,7,1,0.5,0,0,0,1,1
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,0.75,0.5,0,1,NA,NA,NA
0,NA,1,United Kingdom Independence Party (UKIP),Labour,NA,1,NA,NA,NA,2,0.75,0.75,0,1,1,0,NA
1,1,1,Labour,Labour,Labour,1,44,5,0,3,1,0.75,0,1,0,0,0
1,0,0,Green Party,United Kingdom Independence Party (UKIP),Conservative,1,58,2,0,5,1,0.5,1,0,0,1,1
1,0,0,Labour,United Kingdom Independence Party (UKIP),Conservative,0,77,4,0,4,1,0.75,0,1,0,1,1
1,NA,NA,Labour,NA,NA,0,NA,NA,NA,NA,0.5,NA,0,1,0,NA,NA
0,0,NA,Conservative,NA,Conservative,1,63,1,0,6,1,0.5,0,0,1,NA,1
1,NA,1,Liberal Democrat,Plaid Cymru,NA,0,NA,NA,NA,3,0.25,0.75,0,0,0,0,NA
1,1,1,Liberal Democrat,Labour,Labour,0,56,4,0,NA,1,0.75,1,0,0,0,0
0,0,0,Conservative,Conservative,Conservative,1,62,3,0,5,1,0,1,0,1,1,1
1,NA,0,Labour,Conservative,NA,0,NA,NA,NA,5,1,0.5,0,1,0,1,NA
0,0,0,Conservative,Conservative,Conservative,0,67,3,0,7,0.75,0.75,1,0,1,1,1
1,NA,1,Liberal Democrat,Green Party,NA,0,NA,NA,NA,5,0.5,1,0,1,0,0,NA
NA,0,1,NA,Labour,Conservative,0,29,5,0,NA,0.75,1,0,1,NA,0,1
0,0,0,Conservative,Conservative,Conservative,1,73,4,0,7,0.75,0.25,0,0,1,1,1
1,1,1,Liberal Democrat,Liberal Democrat,Labour,0,NA,NA,NA,1,0.5,0.5,0,0,0,0,0
1,NA,1,Labour,Labour,NA,1,NA,NA,NA,2,0.75,0.75,0,0,0,0,NA
1,NA,1,Liberal Democrat,Labour,NA,0,NA,NA,NA,NA,0.75,0.75,0,0,0,0,NA
1,1,1,Labour,Labour,Labour,0,NA,NA,NA,1,0.5,1,0,1,0,0,0
1,0,0,Liberal Democrat,United Kingdom Independence Party (UKIP),Conservative,0,55,3,0,6,1,0.25,0,1,0,1,1
1,1,1,Labour,Labour,Labour,0,NA,NA,NA,NA,0.5,0.75,0,1,0,0,0
0,0,0,Conservative,Conservative,Conservative,0,53,NA,0,10,0.75,0.5,1,0,1,1,1
NA,0,0,NA,United Kingdom Independence Party (UKIP),Conservative,1,71,1,0,5,1,1,0,1,NA,1,1
1,1,1,Liberal Democrat,Green Party,Labour,1,NA,NA,NA,1,0.75,1,0,0,0,0,0
0,1,1,Conservative,Labour,Labour,1,40,2,0,3,0.75,0.75,0,1,1,0,0
1,NA,1,Labour,Labour,NA,1,NA,NA,NA,2,0.5,0.75,NA,0,0,0,NA
1,NA,0,Labour,United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,NA,1,0.5,1,0,0,1,NA
0,NA,NA,Conservative,NA,NA,1,NA,NA,NA,NA,1,0.5,0,0,1,NA,NA
NA,1,NA,NA,NA,Labour,0,NA,NA,NA,5,0.5,0.5,0,1,NA,NA,0
0,1,1,United Kingdom Independence Party (UKIP),Labour,Labour,0,49,5,0,3,1,NA,0,1,1,0,0
NA,0,0,NA,Conservative,Conservative,0,NA,NA,NA,7,0.75,0.5,0,0,NA,1,1
0,NA,NA,Conservative,NA,NA,1,NA,NA,NA,NA,0.75,0.5,0,1,1,NA,NA
0,0,0,Conservative,Conservative,Conservative,1,52,3,0,7,1,0.5,1,0,1,1,1
1,1,1,Labour,Labour,Labour,0,53,3,0,0,0.5,1,0,1,0,0,0
0,0,0,Conservative,Conservative,Conservative,0,59,5,0,7,0.75,0.5,NA,0,1,1,1
1,NA,1,Liberal Democrat,Green Party,NA,1,60,4,0,3,0.75,0.75,0,0,0,0,NA
0,0,0,Conservative,Conservative,Conservative,0,NA,NA,NA,5,1,0.5,0,1,1,1,1
0,NA,NA,Conservative,NA,NA,1,NA,NA,NA,7,1,0.75,NA,0,1,NA,NA
0,0,1,United Kingdom Independence Party (UKIP),Labour,Conservative,0,50,2,0,NA,1,0.5,0,0,1,0,1
NA,NA,1,NA,Green Party,NA,1,NA,NA,NA,1,1,0.75,0,1,NA,0,NA
0,1,1,Conservative,Liberal Democrat,Liberal Democrat,0,NA,NA,NA,9,1,0.5,0,0,1,0,0
1,NA,1,Liberal Democrat,Labour,NA,0,NA,NA,NA,3,0.5,0.75,0,0,0,0,NA
0,0,0,Conservative,Conservative,Conservative,0,69,2,0,8,1,0.5,1,0,1,1,1
1,NA,NA,Liberal Democrat,NA,NA,1,NA,NA,NA,4,0.75,0.5,0,1,0,NA,NA
1,NA,1,Green Party,Green Party,NA,0,NA,NA,NA,5,0.75,0.5,0,0,0,0,NA
0,0,0,Conservative,Conservative,Conservative,1,NA,NA,NA,10,1,0.5,1,0,1,1,1
1,NA,1,Green Party,Labour,NA,0,NA,NA,NA,0,0.5,0.5,0,1,0,0,NA
NA,0,1,NA,Labour,Conservative,0,49,3,0,NA,1,1,0,1,NA,0,1
1,NA,1,Liberal Democrat,Labour,NA,0,74,5,0,5,0.5,0.75,0,0,0,0,NA
0,NA,0,British National Party (BNP),United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,10,1,0.75,1,0,1,1,NA
1,NA,1,Plaid Cymru,Plaid Cymru,NA,1,NA,NA,NA,4,0.5,1,0,0,0,0,NA
NA,0,0,NA,Conservative,Conservative,0,27,5,0,8,1,0.25,1,0,NA,1,1
0,NA,NA,Conservative,NA,NA,1,NA,NA,NA,6,1,0.75,1,0,1,NA,NA
0,1,0,Conservative,Conservative,Green,1,NA,NA,NA,NA,1,NA,NA,0,1,1,0
NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,1,0,0,NA,NA,NA
1,NA,1,Labour,Labour,NA,0,NA,NA,NA,2,0.5,0.75,0,1,0,0,NA
0,0,0,Conservative,Conservative,Conservative,1,44,3,0,7,0.75,0.75,0,1,1,1,1
0,0,0,United Kingdom Independence Party (UKIP),United Kingdom Independence Party (UKIP),Conservative,1,66,5,0,4,1,0.25,0,0,1,1,1
0,0,0,British National Party (BNP),United Kingdom Independence Party (UKIP),Conservative,1,85,1,0,5,1,0.75,0,0,1,1,1
1,1,1,Labour,Labour,Labour,0,56,2,0,NA,1,1,0,0,0,0,0
1,NA,1,Liberal Democrat,Labour,NA,0,75,2,0,3,0.75,0.75,0,0,0,0,NA
NA,1,1,NA,Plaid Cymru,Plaid Cymru,0,NA,NA,NA,1,0.5,0.75,NA,0,NA,0,0
0,0,NA,Conservative,NA,Conservative,0,NA,NA,NA,6,1,0.25,0,0,1,NA,1
1,NA,0,Labour,United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,5,1,1,1,0,0,1,NA
1,NA,1,Labour,Labour,NA,1,NA,NA,NA,2,1,1,0,0,0,0,NA
0,0,NA,Conservative,NA,Conservative,1,NA,NA,NA,7,1,0.5,1,0,1,NA,1
0,0,0,Conservative,Conservative,Conservative,1,83,1,0,7,1,0.5,1,0,1,1,1
0,NA,0,Conservative,Conservative,NA,0,NA,NA,NA,4,0.75,0.5,0,0,1,1,NA
0,1,0,British National Party (BNP),United Kingdom Independence Party (UKIP),Labour,0,NA,NA,NA,5,1,0.75,1,0,1,1,0
1,NA,NA,Liberal Democrat,NA,NA,0,NA,NA,NA,8,1,0.25,0,0,0,NA,NA
1,NA,1,Liberal Democrat,Labour,NA,0,NA,NA,NA,5,0.75,NA,0,0,0,0,NA
NA,NA,0,NA,United Kingdom Independence Party (UKIP),NA,0,NA,NA,NA,NA,1,0.75,NA,0,NA,1,NA
1,1,1,Liberal Democrat,Green Party,Green,0,54,5,0,3,0.5,1,0,0,0,0,0
1,1,1,Liberal Democrat,Liberal Democrat,Liberal Democrat,0,73,5,0,3,0.75,0.75,0,1,0,0,0
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,1,0.75,0,1,NA,NA,NA
1,1,1,Labour,Labour,Labour,1,72,2,0,2,1,0.75,0,1,0,0,0
0,NA,0,British National Party (BNP),United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,9,1,0.75,1,0,1,1,NA
1,1,1,Labour,Labour,Labour,0,47,3,0,NA,1,0.25,1,0,0,0,0
1,NA,NA,Labour,NA,NA,0,NA,NA,NA,3,1,1,1,0,0,NA,NA
1,NA,NA,Liberal Democrat,NA,NA,0,NA,NA,NA,3,0.5,NA,0,0,0,NA,NA
0,NA,NA,Conservative,NA,NA,0,NA,NA,NA,NA,1,NA,1,0,1,NA,NA
NA,NA,1,NA,Labour,NA,0,NA,NA,NA,5,1,0.75,0,0,NA,0,NA
1,NA,1,Liberal Democrat,Green Party,NA,0,NA,NA,NA,NA,1,NA,0,0,0,0,NA
1,NA,1,Liberal Democrat,Liberal Democrat,NA,0,NA,NA,NA,5,0.75,0.75,0,0,0,0,NA
0,0,1,United Kingdom Independence Party (UKIP),Liberal Democrat,Conservative,0,63,3,0,7,1,0.5,0,1,1,0,1
0,0,0,Conservative,Conservative,Conservative,0,63,4,0,NA,1,0.75,0,1,1,1,1
1,0,1,Liberal Democrat,Labour,Conservative,0,72,3,0,1,0.5,0.75,0,0,0,0,1
0,NA,NA,British National Party (BNP),NA,NA,1,29,5,0,7,1,0.5,1,0,1,NA,NA
1,NA,NA,Liberal Democrat,NA,NA,0,NA,NA,NA,4,0.5,0.5,0,0,0,NA,NA
0,0,0,Conservative,United Kingdom Independence Party (UKIP),Conservative,0,55,3,0,3,1,0.75,1,0,1,1,1
0,0,0,Conservative,Conservative,Conservative,1,NA,NA,NA,6,0.75,0.5,1,0,1,1,1
NA,1,1,NA,Labour,Green,1,61,2,0,NA,1,0.75,0,0,NA,0,0
1,NA,1,Labour,Labour,NA,0,NA,NA,NA,NA,0,1,1,0,0,0,NA
1,NA,1,Labour,Labour,NA,1,NA,NA,NA,3,0.75,0.75,0,0,0,0,NA
1,NA,NA,Liberal Democrat,NA,NA,1,NA,NA,NA,1,0.5,0.25,0,1,0,NA,NA
1,NA,1,Labour,Labour,NA,0,NA,NA,NA,5,1,0.75,0,1,0,0,NA
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,8,1,0.5,0,1,1,1,NA
0,0,0,Conservative,United Kingdom Independence Party (UKIP),Conservative,1,NA,NA,NA,NA,0.75,0.5,0,1,1,1,1
1,0,0,Liberal Democrat,Conservative,Conservative,1,63,3,0,5,0.75,0.75,1,0,0,1,1
1,NA,1,Labour,Labour,NA,1,NA,NA,NA,3,0.5,1,0,0,0,0,NA
1,NA,0,Plaid Cymru,United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,7,1,0.5,1,0,0,1,NA
1,1,1,Liberal Democrat,Labour,Labour,1,62,4,0,1,0.75,1,0,0,0,0,0
NA,NA,1,NA,Labour,NA,0,56,5,0,2,0.75,0.75,0,0,NA,0,NA
1,NA,NA,Labour,NA,NA,1,NA,NA,NA,3,0.75,0.75,0,1,0,NA,NA
1,0,0,Labour,Conservative,Conservative,0,64,3,0,NA,1,0.75,0,1,0,1,1
1,1,1,Liberal Democrat,Green Party,Labour,0,66,5,0,2,0,1,0,0,0,0,0
0,NA,0,British National Party (BNP),United Kingdom Independence Party (UKIP),NA,1,66,3,0,5,1,1,1,0,1,1,NA
0,NA,0,Conservative,Conservative,NA,0,27,5,0,NA,0.25,NA,NA,0,1,1,NA
0,NA,0,Conservative,United Kingdom Independence Party (UKIP),NA,0,NA,NA,NA,6,0.5,0.75,0,1,1,1,NA
0,0,0,Conservative,Conservative,Conservative,0,NA,NA,NA,8,1,0.5,0,0,1,1,1
NA,NA,NA,Scottish National Party (SNP),NA,NA,1,71,5,0,7,1,0.5,0,0,NA,NA,NA
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,6,1,0.5,1,0,1,1,NA
0,0,0,Conservative,Conservative,Conservative,1,78,1,0,10,0.75,0,0,1,1,1,1
0,0,0,Conservative,Conservative,Conservative,0,65,3,0,7,1,0.5,1,0,1,1,1
1,1,1,Liberal Democrat,Labour,Labour,0,NA,NA,NA,3,1,0.75,0,1,0,0,0
1,NA,0,Liberal Democrat,United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,4,1,1,1,0,0,1,NA
1,0,1,Labour,Labour,Conservative,0,71,2,0,8,1,0.75,1,0,0,0,1
1,1,0,Liberal Democrat,United Kingdom Independence Party (UKIP),Liberal Democrat,1,NA,NA,NA,4,0.5,1,0,1,0,1,0
0,0,0,Conservative,Conservative,Conservative,0,65,3,0,5,1,0.5,0,0,1,1,1
1,NA,1,Labour,Labour,NA,0,NA,NA,NA,3,0.5,0.75,0,1,0,0,NA
1,NA,1,Labour,Labour,NA,1,NA,NA,NA,2,1,1,0,1,0,0,NA
1,NA,1,Plaid Cymru,Plaid Cymru,NA,0,NA,NA,NA,6,1,0.25,0,0,0,0,NA
1,0,1,Liberal Democrat,Liberal Democrat,Conservative,0,NA,NA,NA,6,0.75,0.75,0,0,0,0,1
1,1,1,Labour,Labour,Labour,1,64,2,0,2,0.75,0.75,1,0,0,0,0
0,1,0,Conservative,Conservative,Liberal Democrat,1,64,2,0,7,0.75,0.5,0,1,1,1,0
1,1,0,Liberal Democrat,Conservative,Green,1,58,3,0,5,1,0.75,0,1,0,1,0
NA,1,1,NA,Labour,Labour,0,55,2,0,0,1,1,1,0,NA,0,0
0,0,0,Conservative,Conservative,Conservative,0,67,5,0,8,1,0.25,0,0,1,1,1
1,NA,1,Liberal Democrat,Liberal Democrat,NA,1,NA,NA,NA,6,0.5,0.5,0,1,0,0,NA
1,NA,1,Labour,Labour,NA,0,NA,NA,NA,5,1,1,0,1,0,0,NA
0,NA,1,Conservative,Labour,NA,0,NA,NA,NA,6,1,0.75,0,1,1,0,NA
0,NA,0,Conservative,Conservative,NA,0,NA,NA,NA,7,1,0.5,0,1,1,1,NA
0,0,0,Conservative,Conservative,Conservative,1,70,5,0,8,0.75,0,0,1,1,1,1
1,1,1,Liberal Democrat,Liberal Democrat,Liberal Democrat,0,NA,NA,NA,6,1,0.5,0,1,0,0,0
0,0,0,Conservative,Conservative,Conservative,1,70,1,0,5,0.75,0.25,0,0,1,1,1
1,NA,0,Labour,United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,5,1,1,0,0,0,1,NA
0,NA,0,Conservative,Conservative,NA,0,NA,NA,NA,8,1,0.5,0,1,1,1,NA
0,0,0,Conservative,United Kingdom Independence Party (UKIP),Conservative,0,NA,NA,NA,4,1,0.75,0,0,1,1,1
0,0,0,Conservative,Conservative,Conservative,0,NA,NA,NA,5,1,0.75,0,0,1,1,1
0,0,0,Conservative,Conservative,Conservative,0,NA,NA,NA,8,1,0.5,1,0,1,1,1
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,4,1,0.75,1,0,1,1,NA
1,NA,1,Liberal Democrat,Green Party,NA,0,NA,NA,NA,2,0.5,0.75,0,1,0,0,NA
1,0,1,Liberal Democrat,Liberal Democrat,Conservative,0,76,3,0,6,1,0.75,0,1,0,0,1
0,NA,0,Conservative,Conservative,NA,0,NA,NA,NA,5,1,0.5,0,1,1,1,NA
NA,0,0,NA,United Kingdom Independence Party (UKIP),Conservative,1,66,5,0,4,1,0.75,1,0,NA,1,1
1,0,1,Liberal Democrat,Labour,Conservative,1,NA,NA,NA,4,0.5,0.75,0,1,0,0,1
NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7,1,0.5,0,1,NA,NA,NA
1,NA,1,Liberal Democrat,Liberal Democrat,NA,1,NA,NA,NA,6,0.25,0.25,0,1,0,0,NA
1,NA,1,Liberal Democrat,Liberal Democrat,NA,1,NA,NA,NA,5,0.5,0.5,0,1,0,0,NA
0,0,0,United Kingdom Independence Party (UKIP),United Kingdom Independence Party (UKIP),Conservative,1,NA,NA,NA,5,0.75,0.5,0,1,1,1,1
1,1,1,Liberal Democrat,Plaid Cymru,Plaid Cymru,1,67,5,0,5,0.75,0.5,0,1,0,0,0
1,NA,NA,Green Party,NA,NA,0,NA,NA,NA,NA,1,0.75,1,0,0,NA,NA
0,0,0,Conservative,Conservative,Conservative,1,74,2,0,8,0.5,0.25,0,1,1,1,1
0,0,0,Conservative,Conservative,Conservative,0,64,2,0,8,1,0.75,1,0,1,1,1
1,0,1,Labour,Labour,Conservative,1,60,3,0,5,0.75,0.75,0,1,0,0,1
1,0,0,Labour,Conservative,Conservative,1,83,1,0,7,1,0.5,1,0,0,1,1
0,0,0,Conservative,Conservative,Conservative,1,NA,NA,NA,7,1,0.5,1,0,1,1,1
0,1,0,Conservative,Conservative,Liberal Democrat,0,66,5,0,6,0.5,0.5,0,1,1,1,0
1,1,1,Labour,Labour,Liberal Democrat,1,NA,NA,NA,4,0.5,0.75,0,1,0,0,0
1,1,1,Labour,Labour,Liberal Democrat,1,NA,NA,NA,4,0.25,0.75,0,1,0,0,0
NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,0.75,1,0,NA,NA,NA
0,0,0,Conservative,Conservative,Conservative,1,69,5,0,5,0.5,0.75,0,1,1,1,1
1,NA,1,Plaid Cymru,Plaid Cymru,NA,1,NA,NA,NA,7,1,0.75,1,0,0,0,NA
NA,1,NA,NA,NA,Labour,1,NA,NA,NA,3,1,0,1,0,NA,NA,0
0,0,1,Conservative,Labour,Conservative,1,64,5,0,8,1,0,0,0,1,0,1
1,NA,NA,Labour,NA,NA,0,NA,NA,NA,NA,0.5,1,0,1,0,NA,NA
1,NA,1,Labour,Labour,NA,0,NA,NA,NA,2,0.75,1,0,0,0,0,NA
0,0,0,Conservative,Conservative,Conservative,0,70,2,0,8,1,0.75,1,0,1,1,1
1,NA,0,Liberal Democrat,Conservative,NA,0,NA,NA,NA,6,0.5,0.75,NA,0,0,1,NA
NA,NA,1,NA,Labour,NA,0,NA,NA,NA,6,1,0.75,0,1,NA,0,NA
0,0,0,United Kingdom Independence Party (UKIP),United Kingdom Independence Party (UKIP),Conservative,1,NA,NA,NA,6,1,0.25,1,0,1,1,1
0,1,1,Conservative,Labour,Labour,1,74,2,0,6,1,0.5,0,1,1,0,0
NA,1,1,NA,Green Party,Liberal Democrat,0,68,5,0,5,0.75,0.75,0,1,NA,0,0
1,NA,1,Labour,Liberal Democrat,NA,0,NA,NA,NA,5,1,0.5,1,0,0,0,NA
1,0,1,Labour,Labour,Conservative,0,NA,NA,NA,5,1,1,1,0,0,0,1
0,0,0,Conservative,Conservative,Conservative,0,65,3,0,7,0.75,0.5,0,1,1,1,1
0,NA,0,Conservative,Conservative,NA,0,NA,NA,NA,7,0.75,0.5,0,1,1,1,NA
NA,0,1,NA,Green Party,Conservative,0,NA,NA,NA,NA,1,NA,0,0,NA,0,1
NA,NA,NA,NA,NA,NA,0,NA,NA,NA,8,0.75,0.75,NA,0,NA,NA,NA
0,NA,NA,Conservative,NA,NA,0,NA,NA,NA,8,1,0.5,0,0,1,NA,NA
1,1,1,Liberal Democrat,Liberal Democrat,Liberal Democrat,0,29,5,0,NA,0.75,0.75,NA,0,0,0,0
1,NA,1,Liberal Democrat,Liberal Democrat,NA,1,NA,NA,NA,6,0.5,1,0,0,0,0,NA
1,0,1,Labour,Labour,Conservative,0,69,NA,0,2,0.75,0.5,0,0,0,0,1
1,0,1,Liberal Democrat,Labour,Conservative,0,NA,NA,NA,4,0.75,1,0,0,0,0,1
1,NA,1,Liberal Democrat,Labour,NA,1,72,1,0,7,1,1,0,1,0,0,NA
0,0,0,Conservative,Conservative,Conservative,0,72,1,0,10,1,0.75,NA,0,1,1,1
1,NA,0,Liberal Democrat,Conservative,NA,1,NA,NA,NA,5,1,0.75,0,1,0,1,NA
0,NA,0,Conservative,Conservative,NA,0,76,2,0,6,1,0.25,1,0,1,1,NA
NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7,1,0.75,1,0,NA,NA,NA
0,NA,0,Conservative,Conservative,NA,0,NA,NA,NA,5,1,NA,0,0,1,1,NA
1,NA,1,Labour,Labour,NA,1,NA,NA,NA,2,0.5,1,0,1,0,0,NA
0,NA,0,Conservative,Conservative,NA,1,67,2,0,7,1,0.5,1,0,1,1,NA
1,NA,1,Labour,Labour,NA,1,NA,NA,NA,2,0.5,0.75,0,1,0,0,NA
1,0,0,Liberal Democrat,Conservative,Conservative,0,NA,NA,NA,NA,0.75,0.25,0,1,0,1,1
0,0,0,Conservative,Conservative,Conservative,0,61,2,0,8,1,0.75,1,0,1,1,1
1,NA,1,Liberal Democrat,Labour,NA,0,66,5,0,5,0.75,0.75,NA,0,0,0,NA
NA,1,0,NA,Conservative,Liberal Democrat,1,26,5,0,7,1,0.25,0,1,NA,1,0
1,0,0,Green Party,Conservative,Conservative,0,57,3,0,NA,1,0.5,0,1,0,1,1
1,NA,NA,Liberal Democrat,NA,NA,1,NA,NA,NA,5,1,0.5,1,0,0,NA,NA
1,NA,0,Liberal Democrat,United Kingdom Independence Party (UKIP),NA,0,NA,NA,NA,5,1,1,1,0,0,1,NA
1,NA,NA,Labour,NA,NA,0,NA,NA,NA,NA,1,0.75,0,1,0,NA,NA
0,0,0,United Kingdom Independence Party (UKIP),United Kingdom Independence Party (UKIP),Conservative,0,71,1,0,NA,1,NA,NA,0,1,1,1
1,1,1,Green Party,Liberal Democrat,Labour,0,58,5,0,4,0.5,0.5,0,1,0,0,0
1,1,1,Labour,Labour,Labour,0,NA,NA,NA,2,0.5,1,0,0,0,0,0
0,0,0,Conservative,Conservative,Conservative,1,72,2,0,8,1,0.75,0,1,1,1,1
0,NA,0,Conservative,United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,8,1,0.5,0,0,1,1,NA
1,NA,1,Labour,Green Party,NA,0,NA,NA,NA,NA,1,0.75,1,0,0,0,NA
0,1,0,Conservative,Conservative,Labour,1,NA,NA,NA,7,0.75,1,0,1,1,1,0
1,NA,1,Labour,Labour,NA,0,NA,NA,NA,3,1,0.5,0,0,0,0,NA
1,NA,1,Labour,Labour,NA,1,NA,NA,NA,3,0.5,1,0,0,0,0,NA
1,1,1,Plaid Cymru,Labour,Labour,0,70,3,0,2,1,0.75,0,0,0,0,0
1,0,0,Liberal Democrat,Conservative,Conservative,0,NA,NA,NA,NA,1,0.5,0,0,0,1,1
1,NA,0,Liberal Democrat,Conservative,NA,0,NA,NA,NA,6,1,0.25,0,1,0,1,NA
1,NA,NA,Liberal Democrat,NA,NA,1,NA,NA,NA,6,0.75,0.75,1,0,0,NA,NA
0,NA,1,Conservative,Labour,NA,0,NA,NA,NA,5,1,0.75,0,1,1,0,NA
1,1,0,Liberal Democrat,Conservative,Labour,0,66,5,0,5,0.75,0.5,0,1,0,1,0
1,1,1,Labour,Labour,Labour,0,81,2,0,3,0.75,0.75,0,1,0,0,0
1,NA,1,Labour,Labour,NA,0,NA,NA,NA,5,1,0.75,0,1,0,0,NA
1,NA,1,Labour,Labour,NA,0,NA,NA,NA,2,0.5,0.75,0,1,0,0,NA
0,0,0,Conservative,Conservative,Conservative,1,55,3,0,5,1,0.75,1,0,1,1,1
0,1,1,United Kingdom Independence Party (UKIP),Labour,Labour,0,65,2,0,NA,1,0.75,1,0,1,0,0
NA,1,1,NA,Labour,Labour,1,NA,NA,NA,3,0.5,0.75,0,0,NA,0,0
1,1,1,Plaid Cymru,Plaid Cymru,Plaid Cymru,1,NA,NA,NA,2,0.75,1,0,0,0,0,0
1,NA,1,Liberal Democrat,Labour,NA,0,NA,NA,NA,4,0.75,1,1,0,0,0,NA
0,0,0,Conservative,Conservative,Conservative,0,NA,NA,NA,5,0,0.5,0,1,1,1,1
1,1,1,Liberal Democrat,Green Party,Liberal Democrat,0,72,3,0,4,0.75,0.25,0,0,0,0,0
0,NA,0,Conservative,Conservative,NA,0,NA,NA,NA,6,0.75,0.25,0,1,1,1,NA
1,NA,0,Liberal Democrat,Conservative,NA,1,NA,NA,NA,7,1,0.5,1,0,0,1,NA
1,NA,NA,Labour,NA,Scottish National Party (SNP),0,NA,NA,NA,3,1,NA,1,0,0,NA,NA
1,1,1,Labour,Labour,Labour,1,77,1,0,5,0.5,0.75,0,1,0,0,0
0,0,0,Conservative,Conservative,Conservative,0,63,3,0,7,1,NA,0,0,1,1,1
1,NA,NA,Liberal Democrat,NA,NA,0,NA,NA,NA,4,0.5,0.75,0,0,0,NA,NA
0,0,1,United Kingdom Independence Party (UKIP),Liberal Democrat,Conservative,1,72,2,0,NA,1,1,1,0,1,0,1
1,1,1,Liberal Democrat,Labour,Labour,1,NA,NA,NA,5,1,1,1,0,0,0,0
0,0,NA,Conservative,NA,Conservative,1,52,5,0,8,1,0.5,0,1,1,NA,1
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7,0.5,0.5,0,1,NA,NA,NA
